id,password,is_superuser,username,is_staff,is_active,user_type,first_name,last_name,nick_name
181,pbkdf2_sha256$390000$Rd0scfcAkVNSrZXBMvcreU$v+C2L91avAb0lQd8a4+xbwf6LQ5iywBqt/FB7sZdqu8=,FALSE,student_181,FALSE,TRUE,student,Player,81,
182,pbkdf2_sha256$390000$Rd0scfcAkVNSrZXBMvcreU$v+C2L91avAb0lQd8a4+xbwf6LQ5iywBqt/FB7sZdqu8=,FALSE,student_182,FALSE,TRUE,student,Player,82,
183,pbkdf2_sha256$390000$Rd0scfcAkVNSrZXBMvcreU$v+C2L91avAb0lQd8a4+xbwf6LQ5iywBqt/FB7sZdqu8=,FALSE,student_183,FALSE,TRUE,student,Player,83,
184,pbkdf2_sha256$390000$Rd0scfcAkVNSrZXBMvcreU$v+C2L91avAb0lQd8a4+xbwf6LQ5iywBqt/FB7sZdqu8=,FALSE,student_184,FALSE,TRUE,student,Player,84,
185,pbkdf2_sha256$390000$Rd0scfcAkVNSrZXBMvcreU$v+C2L91avAb0lQd8a4+xbwf6LQ5iywBqt/FB7sZdqu8=,FALSE,student_185,FALSE,TRUE,student,Player,85,
186,pbkdf2_sha256$390000$Rd0scfcAkVNSrZXBMvcreU$v+C2L91avAb0lQd8a4+xbwf6LQ5iywBqt/FB7sZdqu8=,FALSE,student_186,FALSE,TRUE,student,Player,86,
187,pbkdf2_sha256$390000$Rd0scfcAkVNSrZXBMvcreU$v+C2L91avAb0lQd8a4+xbwf6LQ5iywBqt/FB7sZdqu8=,FALSE,student_187,FALSE,TRUE,student,Player,87,
188,pbkdf2_sha256$390000$Rd0scfcAkVNSrZXBMvcreU$v+C2L91avAb0lQd8a4+xbwf6LQ5iywBqt/FB7sZdqu8=,FALSE,student_188,FALSE,TRUE,student,Player,88,
189,pbkdf2_sha256$390000$Rd0scfcAkVNSrZXBMvcreU$v+C2L91avAb0lQd8a4+xbwf6LQ5iywBqt/FB7sZdqu8=,FALSE,student_189,FALSE,TRUE,student,Player,89,
190,pbkdf2_sha256$390000$Rd0scfcAkVNSrZXBMvcreU$v+C2L91avAb0lQd8a4+xbwf6LQ5iywBqt/FB7sZdqu8=,FALSE,student_190,FALSE,TRUE,student,Player,90,
191,pbkdf2_sha256$390000$Rd0scfcAkVNSrZXBMvcreU$v+C2L91avAb0lQd8a4+xbwf6LQ5iywBqt/FB7sZdqu8=,FALSE,student_191,FALSE,TRUE,student,Player,91,
192,pbkdf2_sha256$390000$Rd0scfcAkVNSrZXBMvcreU$v+C2L91avAb0lQd8a4+xbwf6LQ5iywBqt/FB7sZdqu8=,FALSE,student_192,FALSE,TRUE,student,Player,92,
193,pbkdf2_sha256$390000$Rd0scfcAkVNSrZXBMvcreU$v+C2L91avAb0lQd8a4+xbwf6LQ5iywBqt/FB7sZdqu8=,FALSE,student_193,FALSE,TRUE,student,Player,93,
194,pbkdf2_sha256$390000$Rd0scfcAkVNSrZXBMvcreU$v+C2L91avAb0lQd8a4+xbwf6LQ5iywBqt/FB7sZdqu8=,FALSE,student_194,FALSE,TRUE,student,Player,94,
195,pbkdf2_sha256$390000$Rd0scfcAkVNSrZXBMvcreU$v+C2L91avAb0lQd8a4+xbwf6LQ5iywBqt/FB7sZdqu8=,FALSE,student_195,FALSE,TRUE,student,Player,95,
196,pbkdf2_sha256$390000$Rd0scfcAkVNSrZXBMvcreU$v+C2L91avAb0lQd8a4+xbwf6LQ5iywBqt/FB7sZdqu8=,FALSE,student_196,FALSE,TRUE,student,Player,96,
197,pbkdf2_sha256$390000$Rd0scfcAkVNSrZXBMvcreU$v+C2L91avAb0lQd8a4+xbwf6LQ5iywBqt/FB7sZdqu8=,FALSE,student_197,FALSE,TRUE,student,Player,97,
198,pbkdf2_sha256$390000$Rd0scfcAkVNSrZXBMvcreU$v+C2L91avAb0lQd8a4+xbwf6LQ5iywBqt/FB7sZdqu8=,FALSE,student_198,FALSE,TRUE,student,Player,98,
199,pbkdf2_sha256$390000$Rd0scfcAkVNSrZXBMvcreU$v+C2L91avAb0lQd8a4+xbwf6LQ5iywBqt/FB7sZdqu8=,FALSE,student_199,FALSE,TRUE,student,Player,99,
200,pbkdf2_sha256$390000$Rd0scfcAkVNSrZXBMvcreU$v+C2L91avAb0lQd8a4+xbwf6LQ5iywBqt/FB7sZdqu8=,FALSE,student_200,FALSE,TRUE,student,Player,100,
201,pbkdf2_sha256$390000$Rd0scfcAkVNSrZXBMvcreU$v+C2L91avAb0lQd8a4+xbwf6LQ5iywBqt/FB7sZdqu8=,FALSE,student_201,FALSE,TRUE,student,Player,101,
202,pbkdf2_sha256$390000$Rd0scfcAkVNSrZXBMvcreU$v+C2L91avAb0lQd8a4+xbwf6LQ5iywBqt/FB7sZdqu8=,FALSE,student_202,FALSE,TRUE,student,Player,102,
203,pbkdf2_sha256$390000$Rd0scfcAkVNSrZXBMvcreU$v+C2L91avAb0lQd8a4+xbwf6LQ5iywBqt/FB7sZdqu8=,FALSE,student_203,FALSE,TRUE,student,Player,103,
204,pbkdf2_sha256$390000$Rd0scfcAkVNSrZXBMvcreU$v+C2L91avAb0lQd8a4+xbwf6LQ5iywBqt/FB7sZdqu8=,FALSE,student_204,FALSE,TRUE,student,Player,104,
205,pbkdf2_sha256$390000$Rd0scfcAkVNSrZXBMvcreU$v+C2L91avAb0lQd8a4+xbwf6LQ5iywBqt/FB7sZdqu8=,FALSE,student_205,FALSE,TRUE,student,Player,105,
206,pbkdf2_sha256$390000$Rd0scfcAkVNSrZXBMvcreU$v+C2L91avAb0lQd8a4+xbwf6LQ5iywBqt/FB7sZdqu8=,FALSE,student_206,FALSE,TRUE,student,Player,106,
207,pbkdf2_sha256$390000$Rd0scfcAkVNSrZXBMvcreU$v+C2L91avAb0lQd8a4+xbwf6LQ5iywBqt/FB7sZdqu8=,FALSE,student_207,FALSE,TRUE,student,Player,107,
208,pbkdf2_sha256$390000$Rd0scfcAkVNSrZXBMvcreU$v+C2L91avAb0lQd8a4+xbwf6LQ5iywBqt/FB7sZdqu8=,FALSE,student_208,FALSE,TRUE,student,Player,108,
209,pbkdf2_sha256$390000$Rd0scfcAkVNSrZXBMvcreU$v+C2L91avAb0lQd8a4+xbwf6LQ5iywBqt/FB7sZdqu8=,FALSE,student_209,FALSE,TRUE,student,Player,109,
210,pbkdf2_sha256$390000$Rd0scfcAkVNSrZXBMvcreU$v+C2L91avAb0lQd8a4+xbwf6LQ5iywBqt/FB7sZdqu8=,FALSE,student_210,FALSE,TRUE,student,Player,110,
211,pbkdf2_sha256$390000$Rd0scfcAkVNSrZXBMvcreU$v+C2L91avAb0lQd8a4+xbwf6LQ5iywBqt/FB7sZdqu8=,FALSE,student_211,FALSE,TRUE,student,Player,111,
212,pbkdf2_sha256$390000$Rd0scfcAkVNSrZXBMvcreU$v+C2L91avAb0lQd8a4+xbwf6LQ5iywBqt/FB7sZdqu8=,FALSE,student_212,FALSE,TRUE,student,Player,112,
213,pbkdf2_sha256$390000$Rd0scfcAkVNSrZXBMvcreU$v+C2L91avAb0lQd8a4+xbwf6LQ5iywBqt/FB7sZdqu8=,FALSE,student_213,FALSE,TRUE,student,Player,113,
214,pbkdf2_sha256$390000$Rd0scfcAkVNSrZXBMvcreU$v+C2L91avAb0lQd8a4+xbwf6LQ5iywBqt/FB7sZdqu8=,FALSE,student_214,FALSE,TRUE,student,Player,114,
215,pbkdf2_sha256$390000$Rd0scfcAkVNSrZXBMvcreU$v+C2L91avAb0lQd8a4+xbwf6LQ5iywBqt/FB7sZdqu8=,FALSE,student_215,FALSE,TRUE,student,Player,115,
216,pbkdf2_sha256$390000$Rd0scfcAkVNSrZXBMvcreU$v+C2L91avAb0lQd8a4+xbwf6LQ5iywBqt/FB7sZdqu8=,FALSE,student_216,FALSE,TRUE,student,Player,116,
217,pbkdf2_sha256$390000$Rd0scfcAkVNSrZXBMvcreU$v+C2L91avAb0lQd8a4+xbwf6LQ5iywBqt/FB7sZdqu8=,FALSE,student_217,FALSE,TRUE,student,Player,117,
218,pbkdf2_sha256$390000$Rd0scfcAkVNSrZXBMvcreU$v+C2L91avAb0lQd8a4+xbwf6LQ5iywBqt/FB7sZdqu8=,FALSE,student_218,FALSE,TRUE,student,Player,118,
219,pbkdf2_sha256$390000$Rd0scfcAkVNSrZXBMvcreU$v+C2L91avAb0lQd8a4+xbwf6LQ5iywBqt/FB7sZdqu8=,FALSE,student_219,FALSE,TRUE,student,Player,119,
220,pbkdf2_sha256$390000$Rd0scfcAkVNSrZXBMvcreU$v+C2L91avAb0lQd8a4+xbwf6LQ5iywBqt/FB7sZdqu8=,FALSE,student_220,FALSE,TRUE,student,Player,120,
221,pbkdf2_sha256$390000$Rd0scfcAkVNSrZXBMvcreU$v+C2L91avAb0lQd8a4+xbwf6LQ5iywBqt/FB7sZdqu8=,FALSE,student_221,FALSE,TRUE,student,Player,121,
222,pbkdf2_sha256$390000$Rd0scfcAkVNSrZXBMvcreU$v+C2L91avAb0lQd8a4+xbwf6LQ5iywBqt/FB7sZdqu8=,FALSE,student_222,FALSE,TRUE,student,Player,122,
223,pbkdf2_sha256$390000$Rd0scfcAkVNSrZXBMvcreU$v+C2L91avAb0lQd8a4+xbwf6LQ5iywBqt/FB7sZdqu8=,FALSE,student_223,FALSE,TRUE,student,Player,123,
224,pbkdf2_sha256$390000$Rd0scfcAkVNSrZXBMvcreU$v+C2L91avAb0lQd8a4+xbwf6LQ5iywBqt/FB7sZdqu8=,FALSE,student_224,FALSE,TRUE,student,Player,124,
225,pbkdf2_sha256$390000$Rd0scfcAkVNSrZXBMvcreU$v+C2L91avAb0lQd8a4+xbwf6LQ5iywBqt/FB7sZdqu8=,FALSE,student_225,FALSE,TRUE,student,Player,125,
226,pbkdf2_sha256$390000$Rd0scfcAkVNSrZXBMvcreU$v+C2L91avAb0lQd8a4+xbwf6LQ5iywBqt/FB7sZdqu8=,FALSE,student_226,FALSE,TRUE,student,Player,126,
227,pbkdf2_sha256$390000$Rd0scfcAkVNSrZXBMvcreU$v+C2L91avAb0lQd8a4+xbwf6LQ5iywBqt/FB7sZdqu8=,FALSE,student_227,FALSE,TRUE,student,Player,127,
228,pbkdf2_sha256$390000$Rd0scfcAkVNSrZXBMvcreU$v+C2L91avAb0lQd8a4+xbwf6LQ5iywBqt/FB7sZdqu8=,FALSE,student_228,FALSE,TRUE,student,Player,128,
229,pbkdf2_sha256$390000$Rd0scfcAkVNSrZXBMvcreU$v+C2L91avAb0lQd8a4+xbwf6LQ5iywBqt/FB7sZdqu8=,FALSE,student_229,FALSE,TRUE,student,Player,129,
230,pbkdf2_sha256$390000$Rd0scfcAkVNSrZXBMvcreU$v+C2L91avAb0lQd8a4+xbwf6LQ5iywBqt/FB7sZdqu8=,FALSE,student_230,FALSE,TRUE,student,Player,130,
231,pbkdf2_sha256$390000$Rd0scfcAkVNSrZXBMvcreU$v+C2L91avAb0lQd8a4+xbwf6LQ5iywBqt/FB7sZdqu8=,FALSE,student_231,FALSE,TRUE,student,Player,131,
232,pbkdf2_sha256$390000$Rd0scfcAkVNSrZXBMvcreU$v+C2L91avAb0lQd8a4+xbwf6LQ5iywBqt/FB7sZdqu8=,FALSE,student_232,FALSE,TRUE,student,Player,132,
233,pbkdf2_sha256$390000$Rd0scfcAkVNSrZXBMvcreU$v+C2L91avAb0lQd8a4+xbwf6LQ5iywBqt/FB7sZdqu8=,FALSE,student_233,FALSE,TRUE,student,Player,133,
234,pbkdf2_sha256$390000$Rd0scfcAkVNSrZXBMvcreU$v+C2L91avAb0lQd8a4+xbwf6LQ5iywBqt/FB7sZdqu8=,FALSE,student_234,FALSE,TRUE,student,Player,134,
235,pbkdf2_sha256$390000$Rd0scfcAkVNSrZXBMvcreU$v+C2L91avAb0lQd8a4+xbwf6LQ5iywBqt/FB7sZdqu8=,FALSE,student_235,FALSE,TRUE,student,Player,135,
236,pbkdf2_sha256$390000$Rd0scfcAkVNSrZXBMvcreU$v+C2L91avAb0lQd8a4+xbwf6LQ5iywBqt/FB7sZdqu8=,FALSE,student_236,FALSE,TRUE,student,Player,136,
237,pbkdf2_sha256$390000$Rd0scfcAkVNSrZXBMvcreU$v+C2L91avAb0lQd8a4+xbwf6LQ5iywBqt/FB7sZdqu8=,FALSE,student_237,FALSE,TRUE,student,Player,137,
238,pbkdf2_sha256$390000$Rd0scfcAkVNSrZXBMvcreU$v+C2L91avAb0lQd8a4+xbwf6LQ5iywBqt/FB7sZdqu8=,FALSE,student_238,FALSE,TRUE,student,Player,138,
239,pbkdf2_sha256$390000$Rd0scfcAkVNSrZXBMvcreU$v+C2L91avAb0lQd8a4+xbwf6LQ5iywBqt/FB7sZdqu8=,FALSE,student_239,FALSE,TRUE,student,Player,139,
240,pbkdf2_sha256$390000$Rd0scfcAkVNSrZXBMvcreU$v+C2L91avAb0lQd8a4+xbwf6LQ5iywBqt/FB7sZdqu8=,FALSE,student_240,FALSE,TRUE,student,Player,140,
241,pbkdf2_sha256$390000$Rd0scfcAkVNSrZXBMvcreU$v+C2L91avAb0lQd8a4+xbwf6LQ5iywBqt/FB7sZdqu8=,FALSE,student_241,FALSE,TRUE,student,Player,141,
242,pbkdf2_sha256$390000$Rd0scfcAkVNSrZXBMvcreU$v+C2L91avAb0lQd8a4+xbwf6LQ5iywBqt/FB7sZdqu8=,FALSE,student_242,FALSE,TRUE,student,Player,142,
243,pbkdf2_sha256$390000$Rd0scfcAkVNSrZXBMvcreU$v+C2L91avAb0lQd8a4+xbwf6LQ5iywBqt/FB7sZdqu8=,FALSE,student_243,FALSE,TRUE,student,Player,143,
244,pbkdf2_sha256$390000$Rd0scfcAkVNSrZXBMvcreU$v+C2L91avAb0lQd8a4+xbwf6LQ5iywBqt/FB7sZdqu8=,FALSE,student_244,FALSE,TRUE,student,Player,144,
245,pbkdf2_sha256$390000$Rd0scfcAkVNSrZXBMvcreU$v+C2L91avAb0lQd8a4+xbwf6LQ5iywBqt/FB7sZdqu8=,FALSE,student_245,FALSE,TRUE,student,Player,145,
246,pbkdf2_sha256$390000$Rd0scfcAkVNSrZXBMvcreU$v+C2L91avAb0lQd8a4+xbwf6LQ5iywBqt/FB7sZdqu8=,FALSE,student_246,FALSE,TRUE,student,Player,146,
247,pbkdf2_sha256$390000$Rd0scfcAkVNSrZXBMvcreU$v+C2L91avAb0lQd8a4+xbwf6LQ5iywBqt/FB7sZdqu8=,FALSE,student_247,FALSE,TRUE,student,Player,147,
248,pbkdf2_sha256$390000$Rd0scfcAkVNSrZXBMvcreU$v+C2L91avAb0lQd8a4+xbwf6LQ5iywBqt/FB7sZdqu8=,FALSE,student_248,FALSE,TRUE,student,Player,148,
249,pbkdf2_sha256$390000$Rd0scfcAkVNSrZXBMvcreU$v+C2L91avAb0lQd8a4+xbwf6LQ5iywBqt/FB7sZdqu8=,FALSE,student_249,FALSE,TRUE,student,Player,149,
250,pbkdf2_sha256$390000$Rd0scfcAkVNSrZXBMvcreU$v+C2L91avAb0lQd8a4+xbwf6LQ5iywBqt/FB7sZdqu8=,FALSE,student_250,FALSE,TRUE,student,Player,150,
251,pbkdf2_sha256$390000$Rd0scfcAkVNSrZXBMvcreU$v+C2L91avAb0lQd8a4+xbwf6LQ5iywBqt/FB7sZdqu8=,FALSE,student_251,FALSE,TRUE,student,Player,151,
252,pbkdf2_sha256$390000$Rd0scfcAkVNSrZXBMvcreU$v+C2L91avAb0lQd8a4+xbwf6LQ5iywBqt/FB7sZdqu8=,FALSE,student_252,FALSE,TRUE,student,Player,152,
253,pbkdf2_sha256$390000$Rd0scfcAkVNSrZXBMvcreU$v+C2L91avAb0lQd8a4+xbwf6LQ5iywBqt/FB7sZdqu8=,FALSE,student_253,FALSE,TRUE,student,Player,153,
254,pbkdf2_sha256$390000$Rd0scfcAkVNSrZXBMvcreU$v+C2L91avAb0lQd8a4+xbwf6LQ5iywBqt/FB7sZdqu8=,FALSE,student_254,FALSE,TRUE,student,Player,154,
255,pbkdf2_sha256$390000$Rd0scfcAkVNSrZXBMvcreU$v+C2L91avAb0lQd8a4+xbwf6LQ5iywBqt/FB7sZdqu8=,FALSE,student_255,FALSE,TRUE,student,Player,155,
256,pbkdf2_sha256$390000$Rd0scfcAkVNSrZXBMvcreU$v+C2L91avAb0lQd8a4+xbwf6LQ5iywBqt/FB7sZdqu8=,FALSE,student_256,FALSE,TRUE,student,Player,156,
257,pbkdf2_sha256$390000$Rd0scfcAkVNSrZXBMvcreU$v+C2L91avAb0lQd8a4+xbwf6LQ5iywBqt/FB7sZdqu8=,FALSE,student_257,FALSE,TRUE,student,Player,157,
258,pbkdf2_sha256$390000$Rd0scfcAkVNSrZXBMvcreU$v+C2L91avAb0lQd8a4+xbwf6LQ5iywBqt/FB7sZdqu8=,FALSE,student_258,FALSE,TRUE,student,Player,158,
259,pbkdf2_sha256$390000$Rd0scfcAkVNSrZXBMvcreU$v+C2L91avAb0lQd8a4+xbwf6LQ5iywBqt/FB7sZdqu8=,FALSE,student_259,FALSE,TRUE,student,Player,159,
260,pbkdf2_sha256$390000$Rd0scfcAkVNSrZXBMvcreU$v+C2L91avAb0lQd8a4+xbwf6LQ5iywBqt/FB7sZdqu8=,FALSE,student_260,FALSE,TRUE,student,Player,160,
261,pbkdf2_sha256$390000$Rd0scfcAkVNSrZXBMvcreU$v+C2L91avAb0lQd8a4+xbwf6LQ5iywBqt/FB7sZdqu8=,FALSE,student_261,FALSE,TRUE,student,Player,161,
262,pbkdf2_sha256$390000$Rd0scfcAkVNSrZXBMvcreU$v+C2L91avAb0lQd8a4+xbwf6LQ5iywBqt/FB7sZdqu8=,FALSE,student_262,FALSE,TRUE,student,Player,162,
263,pbkdf2_sha256$390000$Rd0scfcAkVNSrZXBMvcreU$v+C2L91avAb0lQd8a4+xbwf6LQ5iywBqt/FB7sZdqu8=,FALSE,student_263,FALSE,TRUE,student,Player,163,
264,pbkdf2_sha256$390000$Rd0scfcAkVNSrZXBMvcreU$v+C2L91avAb0lQd8a4+xbwf6LQ5iywBqt/FB7sZdqu8=,FALSE,student_264,FALSE,TRUE,student,Player,164,
265,pbkdf2_sha256$390000$Rd0scfcAkVNSrZXBMvcreU$v+C2L91avAb0lQd8a4+xbwf6LQ5iywBqt/FB7sZdqu8=,FALSE,student_265,FALSE,TRUE,student,Player,165,
266,pbkdf2_sha256$390000$Rd0scfcAkVNSrZXBMvcreU$v+C2L91avAb0lQd8a4+xbwf6LQ5iywBqt/FB7sZdqu8=,FALSE,student_266,FALSE,TRUE,student,Player,166,
267,pbkdf2_sha256$390000$Rd0scfcAkVNSrZXBMvcreU$v+C2L91avAb0lQd8a4+xbwf6LQ5iywBqt/FB7sZdqu8=,FALSE,student_267,FALSE,TRUE,student,Player,167,
268,pbkdf2_sha256$390000$Rd0scfcAkVNSrZXBMvcreU$v+C2L91avAb0lQd8a4+xbwf6LQ5iywBqt/FB7sZdqu8=,FALSE,student_268,FALSE,TRUE,student,Player,168,
269,pbkdf2_sha256$390000$Rd0scfcAkVNSrZXBMvcreU$v+C2L91avAb0lQd8a4+xbwf6LQ5iywBqt/FB7sZdqu8=,FALSE,student_269,FALSE,TRUE,student,Player,169,
270,pbkdf2_sha256$390000$Rd0scfcAkVNSrZXBMvcreU$v+C2L91avAb0lQd8a4+xbwf6LQ5iywBqt/FB7sZdqu8=,FALSE,student_270,FALSE,TRUE,student,Player,170,
271,pbkdf2_sha256$390000$Rd0scfcAkVNSrZXBMvcreU$v+C2L91avAb0lQd8a4+xbwf6LQ5iywBqt/FB7sZdqu8=,FALSE,student_271,FALSE,TRUE,student,Player,171,
272,pbkdf2_sha256$390000$Rd0scfcAkVNSrZXBMvcreU$v+C2L91avAb0lQd8a4+xbwf6LQ5iywBqt/FB7sZdqu8=,FALSE,student_272,FALSE,TRUE,student,Player,172,
273,pbkdf2_sha256$390000$Rd0scfcAkVNSrZXBMvcreU$v+C2L91avAb0lQd8a4+xbwf6LQ5iywBqt/FB7sZdqu8=,FALSE,student_273,FALSE,TRUE,student,Player,173,
274,pbkdf2_sha256$390000$Rd0scfcAkVNSrZXBMvcreU$v+C2L91avAb0lQd8a4+xbwf6LQ5iywBqt/FB7sZdqu8=,FALSE,student_274,FALSE,TRUE,student,Player,174,
275,pbkdf2_sha256$390000$Rd0scfcAkVNSrZXBMvcreU$v+C2L91avAb0lQd8a4+xbwf6LQ5iywBqt/FB7sZdqu8=,FALSE,student_275,FALSE,TRUE,student,Player,175,
276,pbkdf2_sha256$390000$Rd0scfcAkVNSrZXBMvcreU$v+C2L91avAb0lQd8a4+xbwf6LQ5iywBqt/FB7sZdqu8=,FALSE,student_276,FALSE,TRUE,student,Player,176,
277,pbkdf2_sha256$390000$Rd0scfcAkVNSrZXBMvcreU$v+C2L91avAb0lQd8a4+xbwf6LQ5iywBqt/FB7sZdqu8=,FALSE,student_277,FALSE,TRUE,student,Player,177,
278,pbkdf2_sha256$390000$Rd0scfcAkVNSrZXBMvcreU$v+C2L91avAb0lQd8a4+xbwf6LQ5iywBqt/FB7sZdqu8=,FALSE,student_278,FALSE,TRUE,student,Player,178,
279,pbkdf2_sha256$390000$Rd0scfcAkVNSrZXBMvcreU$v+C2L91avAb0lQd8a4+xbwf6LQ5iywBqt/FB7sZdqu8=,FALSE,student_279,FALSE,TRUE,student,Player,179,
280,pbkdf2_sha256$390000$Rd0scfcAkVNSrZXBMvcreU$v+C2L91avAb0lQd8a4+xbwf6LQ5iywBqt/FB7sZdqu8=,FALSE,student_280,FALSE,TRUE,student,Player,180,
281,pbkdf2_sha256$390000$Rd0scfcAkVNSrZXBMvcreU$v+C2L91avAb0lQd8a4+xbwf6LQ5iywBqt/FB7sZdqu8=,FALSE,student_281,FALSE,TRUE,student,Player,181,
282,pbkdf2_sha256$390000$Rd0scfcAkVNSrZXBMvcreU$v+C2L91avAb0lQd8a4+xbwf6LQ5iywBqt/FB7sZdqu8=,FALSE,student_282,FALSE,TRUE,student,Player,182,
283,pbkdf2_sha256$390000$Rd0scfcAkVNSrZXBMvcreU$v+C2L91avAb0lQd8a4+xbwf6LQ5iywBqt/FB7sZdqu8=,FALSE,student_283,FALSE,TRUE,student,Player,183,
284,pbkdf2_sha256$390000$Rd0scfcAkVNSrZXBMvcreU$v+C2L91avAb0lQd8a4+xbwf6LQ5iywBqt/FB7sZdqu8=,FALSE,student_284,FALSE,TRUE,student,Player,184,
285,pbkdf2_sha256$390000$Rd0scfcAkVNSrZXBMvcreU$v+C2L91avAb0lQd8a4+xbwf6LQ5iywBqt/FB7sZdqu8=,FALSE,student_285,FALSE,TRUE,student,Player,185,
286,pbkdf2_sha256$390000$Rd0scfcAkVNSrZXBMvcreU$v+C2L91avAb0lQd8a4+xbwf6LQ5iywBqt/FB7sZdqu8=,FALSE,student_286,FALSE,TRUE,student,Player,186,
287,pbkdf2_sha256$390000$Rd0scfcAkVNSrZXBMvcreU$v+C2L91avAb0lQd8a4+xbwf6LQ5iywBqt/FB7sZdqu8=,FALSE,student_287,FALSE,TRUE,student,Player,187,
288,pbkdf2_sha256$390000$Rd0scfcAkVNSrZXBMvcreU$v+C2L91avAb0lQd8a4+xbwf6LQ5iywBqt/FB7sZdqu8=,FALSE,student_288,FALSE,TRUE,student,Player,188,
289,pbkdf2_sha256$390000$Rd0scfcAkVNSrZXBMvcreU$v+C2L91avAb0lQd8a4+xbwf6LQ5iywBqt/FB7sZdqu8=,FALSE,student_289,FALSE,TRUE,student,Player,189,
290,pbkdf2_sha256$390000$Rd0scfcAkVNSrZXBMvcreU$v+C2L91avAb0lQd8a4+xbwf6LQ5iywBqt/FB7sZdqu8=,FALSE,student_290,FALSE,TRUE,student,Player,190,
291,pbkdf2_sha256$390000$Rd0scfcAkVNSrZXBMvcreU$v+C2L91avAb0lQd8a4+xbwf6LQ5iywBqt/FB7sZdqu8=,FALSE,student_291,FALSE,TRUE,student,Player,191,
292,pbkdf2_sha256$390000$Rd0scfcAkVNSrZXBMvcreU$v+C2L91avAb0lQd8a4+xbwf6LQ5iywBqt/FB7sZdqu8=,FALSE,student_292,FALSE,TRUE,student,Player,192,
293,pbkdf2_sha256$390000$Rd0scfcAkVNSrZXBMvcreU$v+C2L91avAb0lQd8a4+xbwf6LQ5iywBqt/FB7sZdqu8=,FALSE,student_293,FALSE,TRUE,student,Player,193,
294,pbkdf2_sha256$390000$Rd0scfcAkVNSrZXBMvcreU$v+C2L91avAb0lQd8a4+xbwf6LQ5iywBqt/FB7sZdqu8=,FALSE,student_294,FALSE,TRUE,student,Player,194,
295,pbkdf2_sha256$390000$Rd0scfcAkVNSrZXBMvcreU$v+C2L91avAb0lQd8a4+xbwf6LQ5iywBqt/FB7sZdqu8=,FALSE,student_295,FALSE,TRUE,student,Player,195,
296,pbkdf2_sha256$390000$Rd0scfcAkVNSrZXBMvcreU$v+C2L91avAb0lQd8a4+xbwf6LQ5iywBqt/FB7sZdqu8=,FALSE,student_296,FALSE,TRUE,student,Player,196,
297,pbkdf2_sha256$390000$Rd0scfcAkVNSrZXBMvcreU$v+C2L91avAb0lQd8a4+xbwf6LQ5iywBqt/FB7sZdqu8=,FALSE,student_297,FALSE,TRUE,student,Player,197,
298,pbkdf2_sha256$390000$Rd0scfcAkVNSrZXBMvcreU$v+C2L91avAb0lQd8a4+xbwf6LQ5iywBqt/FB7sZdqu8=,FALSE,student_298,FALSE,TRUE,student,Player,198,
299,pbkdf2_sha256$390000$Rd0scfcAkVNSrZXBMvcreU$v+C2L91avAb0lQd8a4+xbwf6LQ5iywBqt/FB7sZdqu8=,FALSE,student_299,FALSE,TRUE,student,Player,199,
300,pbkdf2_sha256$390000$Rd0scfcAkVNSrZXBMvcreU$v+C2L91avAb0lQd8a4+xbwf6LQ5iywBqt/FB7sZdqu8=,FALSE,student_300,FALSE,TRUE,student,Player,200,
301,pbkdf2_sha256$390000$Rd0scfcAkVNSrZXBMvcreU$v+C2L91avAb0lQd8a4+xbwf6LQ5iywBqt/FB7sZdqu8=,FALSE,student_301,FALSE,TRUE,student,Player,201,
302,pbkdf2_sha256$390000$Rd0scfcAkVNSrZXBMvcreU$v+C2L91avAb0lQd8a4+xbwf6LQ5iywBqt/FB7sZdqu8=,FALSE,student_302,FALSE,TRUE,student,Player,202,
303,pbkdf2_sha256$390000$Rd0scfcAkVNSrZXBMvcreU$v+C2L91avAb0lQd8a4+xbwf6LQ5iywBqt/FB7sZdqu8=,FALSE,student_303,FALSE,TRUE,student,Player,203,
304,pbkdf2_sha256$390000$Rd0scfcAkVNSrZXBMvcreU$v+C2L91avAb0lQd8a4+xbwf6LQ5iywBqt/FB7sZdqu8=,FALSE,student_304,FALSE,TRUE,student,Player,204,
305,pbkdf2_sha256$390000$Rd0scfcAkVNSrZXBMvcreU$v+C2L91avAb0lQd8a4+xbwf6LQ5iywBqt/FB7sZdqu8=,FALSE,student_305,FALSE,TRUE,student,Player,205,
306,pbkdf2_sha256$390000$Rd0scfcAkVNSrZXBMvcreU$v+C2L91avAb0lQd8a4+xbwf6LQ5iywBqt/FB7sZdqu8=,FALSE,student_306,FALSE,TRUE,student,Player,206,
307,pbkdf2_sha256$390000$Rd0scfcAkVNSrZXBMvcreU$v+C2L91avAb0lQd8a4+xbwf6LQ5iywBqt/FB7sZdqu8=,FALSE,student_307,FALSE,TRUE,student,Player,207,
308,pbkdf2_sha256$390000$Rd0scfcAkVNSrZXBMvcreU$v+C2L91avAb0lQd8a4+xbwf6LQ5iywBqt/FB7sZdqu8=,FALSE,student_308,FALSE,TRUE,student,Player,208,
309,pbkdf2_sha256$390000$Rd0scfcAkVNSrZXBMvcreU$v+C2L91avAb0lQd8a4+xbwf6LQ5iywBqt/FB7sZdqu8=,FALSE,student_309,FALSE,TRUE,student,Player,209,
